lambda,h0,topology,initial_condition,defect_representation,commitment_law,block_factor,target_probability,max_real_transient_eigenvalue,transient_extinction_verified,minimum_expected_residence,all_states_positive_residence,all_states_residence_above_tolerance,minimum_schur_footprint,all_states_nonzero_schur_footprint,causal_probe_count,positive_causal_count,negative_causal_count,near_zero_causal_count,positive_causal_fraction,median_causal_effect,mean_absolute_causal_effect,max_absolute_causal_effect,min_causal_effect,max_causal_effect
4.0,0.5,path,left_boundary,symmetric,exponential,0.05,0.0018110692117454562,-0.14424644778797072,True,3.944040893238774e-16,True,False,0.09061374603202627,True,33,9,13,11,0.2727272727272727,-1.2970961110747581e-14,0.0005081611845465644,0.0017640596848245429,-0.0007364992703879178,0.0017640596848245429
1.0,0.5,path,left_boundary,log,exponential,0.05,0.0019670579068061874,-0.08362594987944985,True,1.7636783252281037e-07,True,True,0.8254868787651053,True,33,9,17,7,0.2727272727272727,-1.4809899790899084e-10,0.0005513650542220289,0.0019152761962788626,-0.0007917963587165864,0.0019152761962788626
0.5,0.5,path,left_boundary,bounded,exponential,0.05,0.0020990222098985728,-0.26491476079540177,True,1.8310508402803917e-08,True,True,0.8248271645356834,True,33,9,15,9,0.2727272727272727,-3.252203064144088e-11,0.0005878083263932309,0.002042693203135213,-0.0008329813979146799,0.002042693203135213
1.0,0.1,complete,left_boundary,symmetric,exponential,0.05,0.04992245027523576,-0.0833300116339635,True,0.0009314229378407112,True,True,0.008216533984594805,True,33,9,24,0,0.2727272727272727,-0.0006932333058493473,0.0006102689090408966,0.0012912543161271092,-0.0012912543161271092,4.246949349599738e-05
2.0,0.5,path,left_boundary,log,exponential,0.05,0.006118306384013609,-0.04375496149616403,True,1.936037711381263e-06,True,True,0.8845105807195712,True,33,9,21,3,0.2727272727272727,-2.290496270082598e-09,0.0016852591237329101,0.005934900434297547,-0.0022286496351904507,0.005934900434297547
1.0,0.5,path,left_boundary,bounded,exponential,0.05,0.006878214106161084,-0.14055488643791117,True,8.46428555201144e-07,True,True,0.8825799633333979,True,33,9,21,3,0.2727272727272727,-3.4813435545802407e-09,0.001890398736001934,0.0066632235118472384,-0.0024259440402587904,0.0066632235118472384
0.0,0.1,path,left_boundary,log,exponential,0.05,0.01197066611379976,-0.10000000000000005,True,0.00012059294516379638,True,True,0.942682619394473,True,33,9,24,0,0.2727272727272727,-3.3060042705160275e-07,0.0033698302551447073,0.0108600500617931,-0.006881632157153771,0.0108600500617931
0.0,0.1,path,left_boundary,bounded,exponential,0.05,0.01197066611379976,-0.10000000000000005,True,0.00012059294516379638,True,True,0.942682619394473,True,33,9,24,0,0.2727272727272727,-3.3060042705160275e-07,0.0033698302551447073,0.0108600500617931,-0.006881632157153771,0.0108600500617931
0.0,0.1,path,left_boundary,symmetric,exponential,0.05,0.01197066611379976,-0.10000000000000005,True,0.00012059294516379638,True,True,0.942682619394473,True,33,9,24,0,0.2727272727272727,-3.3060042705160275e-07,0.0033698302551447073,0.0108600500617931,-0.006881632157153771,0.0108600500617931
0.5,0.1,path,left_boundary,symmetric,exponential,0.05,0.013306678837959005,-0.05941120368665726,True,7.840706066921407e-05,True,True,0.757470472801615,True,33,9,23,1,0.2727272727272727,-3.540180839537582e-07,0.0037240914039518166,0.012047448596764506,-0.007520320490952638,0.012047448596764506
