time,k_4,k_6,k_8,k_10,k_12,k_14,k_16,k_18,k_20,k_22,k_24
25.900000000000002,0.06474381625453761,0.07062539331732906,0.08916715556688402,0.14217557774495182,0.25429264025459686,0.13226006516224506,0.07739438347489627,0.05366586484047064,0.042921934073138324,0.03783807364564717,0.03491509566530309
25.950000000000003,0.06474633301424397,0.0706338475094142,0.08916287200256076,0.14209916641355336,0.2543763025144129,0.13222571375298411,0.07742669839490654,0.053672287516155624,0.04290727594376253,0.03783434561482339,0.03491515732318249
26.0,0.06474460275176896,0.07066405217796577,0.08917373132681082,0.1420000260944655,0.2545127470362825,0.13221050599167092,0.07748317175194305,0.05364727213319014,0.04286684221707827,0.03779012893093755,0.03490691958788642
26.05,0.06474276222168714,0.0707179707572921,0.0891534150157628,0.14185371796235055,0.2546124817366884,0.1322202313602627,0.07754721088838248,0.053615821712229485,0.04284236486760297,0.037764849174997214,0.03492917430274418
26.1,0.06472426032053671,0.07074390176622851,0.08915647627489512,0.14174297287622636,0.25469305449419194,0.1321848856312297,0.07762731472660368,0.053587022733809185,0.042833187552614206,0.037759310269837434,0.03494761335382716
26.150000000000002,0.06469385425753164,0.07072275019284756,0.08917489461377062,0.1415838383565411,0.2548675136545051,0.13212844735870333,0.07770822310815627,0.053582595730608765,0.04283009840321645,0.037741091448248776,0.03496669287587026
26.200000000000003,0.06466433939773378,0.07074083858422538,0.08920796116667169,0.14137803801496115,0.25501632444891914,0.13214547556066666,0.07779334758058686,0.05355677882615783,0.04282114664247412,0.03768833195103288,0.03498741782657056
26.25,0.06464149708860596,0.07079049177580446,0.08925628098959258,0.14116207210685072,0.255177515040787,0.13213325888528055,0.07787669607525181,0.053524573134916556,0.04279350133108838,0.03762651099918415,0.03501760257263785
26.3,0.06465596525563613,0.07080771705481449,0.08926064131810012,0.14100788950842782,0.255307350681149,0.13216333327554403,0.07794837619191577,0.05348983179613469,0.04276353693583421,0.037565406561572715,0.03502995142087085
26.35,0.06463740083903684,0.07079991538090559,0.08926096868058084,0.1408401686145503,0.25545562909507474,0.13222134699387492,0.07802253732428792,0.053458569853897325,0.04273878059289322,0.03751452586582078,0.035050156759077605
26.400000000000002,0.06464881090606484,0.07082178403399846,0.08923512463835122,0.14067543547110134,0.25556411568977183,0.13224393833848475,0.07810585529241054,0.05341064196391068,0.04272828659180855,0.03750276444785665,0.03506324262624115
26.450000000000003,0.06468623033539815,0.07085864448130987,0.08918333896464772,0.1405487646866149,0.2556223365399819,0.13226355646621227,0.07820042083255217,0.0533672789229107,0.04269858790432644,0.03749595343535843,0.03507488743068732
26.5,0.06471867639501595,0.0708726373899885,0.08913990668648246,0.14044161795364868,0.25577485875618816,0.13214923786740776,0.078273354707939,0.05335633646071177,0.042685471320500684,0.03750638222132512,0.03508152024079198
26.55,0.06473167019528459,0.07090442741307766,0.08909524337753515,0.14030651528552504,0.25590057919555137,0.1321271022075199,0.07831474963381956,0.053355622081646556,0.042663767446390256,0.03751652683681611,0.03508379632683389
26.6,0.0647774145525725,0.07090030795170116,0.08904528511734738,0.14022305389492276,0.25601194077134204,0.13207712430008553,0.07831421400227542,0.05336405976232009,0.04266177310801151,0.03752463417395557,0.03510019236546619
26.650000000000002,0.0647965845738125,0.07089670023304184,0.08900717965795844,0.14008582788350066,0.2561994038841739,0.13197873926643133,0.07834274896799467,0.053392181457320005,0.04268171626481489,0.03751641377653914,0.03510250403441271
26.700000000000003,0.06479728379719657,0.07097063255071856,0.0889444790725084,0.13992573175928286,0.2562890100253143,0.13188755442675346,0.07841506535640715,0.05343364181676072,0.04269834962267141,0.03751872611963828,0.03511952545274841
